Symbol,Strike,TimeToExpiry,ImpliedVol,Moneyness,OptionType,Volume
GOOGL,250,0.032877,0.5861,0.8375,Put,58
GOOGL,255,0.032877,0.5692,0.8542,Put,78
GOOGL,260,0.032877,0.5516,0.8710,Put,226
GOOGL,265,0.032877,0.5331,0.8877,Put,1585
GOOGL,270,0.032877,0.5148,0.9045,Put,954
GOOGL,275,0.032877,0.4948,0.9212,Put,1850
GOOGL,280,0.032877,0.4740,0.9380,Put,3021
GOOGL,285,0.032877,0.4536,0.9547,Put,1402
GOOGL,287.5,0.032877,0.4440,0.9631,Put,813
GOOGL,290,0.032877,0.4343,0.9715,Put,765
GOOGL,292.5,0.032877,0.4254,0.9798,Put,228
GOOGL,295,0.032877,0.4155,0.9882,Put,409
GOOGL,297.5,0.032877,0.4067,0.9966,Put,215
GOOGL,300,0.032877,0.4034,1.0050,Put,2890
GOOGL,302.5,0.032877,0.3830,1.0133,Put,403
GOOGL,305,0.032877,0.3828,1.0217,Put,218
GOOGL,307.5,0.032877,0.3820,1.0301,Put,82
GOOGL,310,0.032877,0.3795,1.0385,Put,510
GOOGL,312.5,0.032877,0.3766,1.0468,Put,8
GOOGL,315,0.032877,0.3769,1.0552,Put,39
GOOGL,317.5,0.032877,0.3597,1.0636,Put,1
GOOGL,320,0.032877,0.3869,1.0720,Put,637
GOOGL,322.5,0.032877,0.4132,1.0803,Put,11
GOOGL,325,0.032877,0.3823,1.0887,Put,28
GOOGL,327.5,0.032877,0.3949,1.0971,Put,1
GOOGL,330,0.032877,0.4570,1.1055,Put,27
GOOGL,332.5,0.032877,0.4474,1.1138,Put,1
GOOGL,335,0.032877,0.4333,1.1222,Put,4
GOOGL,337.5,0.032877,0.4613,1.1306,Put,13
GOOGL,340,0.032877,0.5012,1.1390,Put,69
GOOGL,345,0.032877,0.5180,1.1557,Put,6
GOOGL,350,0.032877,0.5237,1.1725,Put,12
GOOGL,355,0.032877,0.6161,1.1892,Put,2
GOOGL,360,0.032877,0.6516,1.2059,Put,1
GOOGL,365,0.032877,0.6821,1.2227,Put,7
GOOGL,370,0.032877,0.6898,1.2394,Put,1
GOOGL,375,0.032877,0.7298,1.2562,Put,1
GOOGL,380,0.032877,0.7867,1.2729,Put,19
GOOGL,385,0.032877,0.7894,1.2897,Put,210
GOOGL,390,0.032877,0.8373,1.3064,Put,210
GOOGL,395,0.032877,0.8656,1.3232,Put,20
GOOGL,400,0.032877,0.8980,1.3399,Put,4
GOOGL,410,0.032877,0.9613,1.3734,Put,20
GOOGL,415,0.032877,0.9922,1.3902,Put,0
GOOGL,420,0.032877,1.0278,1.4069,Put,190
